Timestamp,People
2020-09-15 12:15:03,45
2020-09-15 12:20:03,46
2020-09-15 12:25:03,51
2020-09-15 12:30:04,51
2020-09-15 12:35:03,52
2020-09-15 12:40:04,52
2020-09-15 12:45:04,47
2020-09-15 12:50:03,48
2020-09-15 12:55:03,45
2020-09-15 12:55:03,45
2020-09-15 13:00:04,41
2020-09-15 13:05:04,44
2020-09-15 13:05:04,44
2020-09-15 13:10:03,43
2020-09-15 13:15:03,45
2020-09-15 13:15:03,45
2020-09-15 13:20:04,46
2020-09-15 13:25:05,46
2020-09-15 13:25:05,46
2020-09-15 13:30:03,43
2020-09-15 13:35:03,41
2020-09-15 13:35:03,41
2020-09-15 13:40:03,38
2020-09-15 13:40:03,38
2020-09-15 13:45:03,37
2020-09-15 13:45:04,37
2020-09-15 13:50:04,33
2020-09-15 13:50:04,33
2020-09-15 13:55:03,33
2020-09-15 13:55:03,33
2020-09-15 14:00:03,30
2020-09-15 14:05:03,29
2020-09-15 14:10:03,30
2020-09-15 14:10:03,30
2020-09-15 14:15:04,29
2020-09-15 14:15:04,29
2020-09-15 14:20:04,30
2020-09-15 14:25:09,29
2020-09-15 14:30:03,31
2020-09-15 14:30:03,31
2020-09-15 14:35:03,32
2020-09-15 14:40:03,33
2020-09-15 14:40:04,33
2020-09-15 14:45:03,32
2020-09-15 14:45:04,32
2020-09-15 14:50:04,36
2020-09-15 14:55:03,36
2020-09-15 15:00:04,36
2020-09-15 15:05:03,38
2020-09-15 15:10:03,37
2020-09-15 15:10:04,37
2020-09-15 15:15:03,37
2020-09-15 15:20:03,35
2020-09-15 15:20:04,35
2020-09-15 15:25:04,35
2020-09-15 15:30:04,35
2020-09-15 15:35:03,38
2020-09-15 15:40:03,41
2020-09-15 15:40:03,41
2020-09-15 15:45:04,37
2020-09-15 15:45:04,37
2020-09-15 15:50:03,38
2020-09-15 15:55:03,40
2020-09-15 16:00:04,44
2020-09-15 16:05:03,45
2020-09-15 16:10:03,48
2020-09-15 16:15:09,48
2020-09-15 16:20:04,52
2020-09-15 16:20:04,52
2020-09-15 16:25:03,56
2020-09-15 16:30:04,60
2020-09-15 16:30:04,60
2020-09-15 16:35:03,62
2020-09-15 16:40:04,65
2020-09-15 16:45:05,63
2020-09-15 16:50:04,63
2020-09-15 16:55:03,69
2020-09-15 17:00:04,71
2020-09-15 17:05:04,75
2020-09-15 17:10:04,81
2020-09-15 17:15:04,85
2020-09-15 17:15:04,85
2020-09-15 17:20:09,88
2020-09-15 17:25:03,95
2020-09-15 17:30:04,94
2020-09-15 17:30:04,94
2020-09-15 17:35:04,99
2020-09-15 17:40:03,97
2020-09-15 17:45:04,96
2020-09-15 17:45:04,96
2020-09-15 17:50:03,100
2020-09-15 17:55:03,100
2020-09-15 17:55:03,100
2020-09-15 18:00:04,97
2020-09-15 18:05:04,97
2020-09-15 18:10:04,101
2020-09-15 18:15:05,94
2020-09-15 18:15:05,94
2020-09-15 18:20:04,92
2020-09-15 18:25:04,85
2020-09-15 18:30:03,85
2020-09-15 18:30:03,85
2020-09-15 18:35:04,87
2020-09-15 18:40:04,83
2020-09-15 18:40:04,83
2020-09-15 18:45:03,85
2020-09-15 18:45:04,85
2020-09-15 18:50:04,87
2020-09-15 18:50:04,87
2020-09-15 18:55:03,82
2020-09-15 19:00:03,85
2020-09-15 19:05:04,83
2020-09-15 19:10:03,71
2020-09-15 19:15:04,65
2020-09-15 19:15:04,65
2020-09-15 19:20:03,63
2020-09-15 19:20:03,63
2020-09-15 19:25:04,61
2020-09-15 19:30:03,55
2020-09-15 19:35:05,50
2020-09-15 19:35:05,50
2020-09-15 19:40:03,52
2020-09-15 19:45:04,57
2020-09-15 19:50:11,54
2020-09-15 19:55:03,50
2020-09-15 19:55:04,50
2020-09-15 20:00:05,51
2020-09-15 20:05:03,51
2020-09-15 20:10:03,57
2020-09-15 20:15:04,57
2020-09-15 20:20:04,60
2020-09-15 20:20:04,60
2020-09-15 20:25:03,63
2020-09-15 20:30:04,64
2020-09-15 20:35:04,64
2020-09-15 20:40:03,62
2020-09-15 20:45:05,62
2020-09-15 20:50:04,56
2020-09-15 20:55:03,55
2020-09-15 21:00:03,52
2020-09-15 21:00:03,52
2020-09-15 21:05:04,49
2020-09-15 21:10:03,57
2020-09-15 21:10:03,57
